TransactionNo,Items,DateTime,Daypart,DayType,SoldItems
1617,Medialuna,11/18/2016 16:06,Afternoon,Weekday,227
1617,Cookies,11/18/2016 16:06,Afternoon,Weekday,234
1617,Farm House,11/18/2016 16:06,Afternoon,Weekday,264
1618,Bread,11/18/2016 16:07,Afternoon,Weekday,302
1618,Coffee,11/18/2016 16:07,Afternoon,Weekday,293
1619,Coffee,11/18/2016 16:17,Afternoon,Weekday,259
1620,Tea,11/18/2016 16:18,Afternoon,Weekday,229
1620,Coffee,11/18/2016 16:18,Afternoon,Weekday,203
1620,Alfajores,11/18/2016 16:18,Afternoon,Weekday,229
1621,Bread,11/18/2016 16:21,Afternoon,Weekday,242
1621,Hot chocolate,11/18/2016 16:21,Afternoon,Weekday,233
1621,Coffee,11/18/2016 16:21,Afternoon,Weekday,267
1622,Medialuna,11/18/2016 17:03,Evening,Weekday,269
1622,Tea,11/18/2016 17:03,Evening,Weekday,270
1623,Coke,11/18/2016 17:11,Evening,Weekday,315
1624,Medialuna,11/18/2016 17:13,Evening,Weekday,364
1625,Fudge,11/18/2016 17:23,Evening,Weekday,347
1625,Fudge,11/18/2016 17:23,Evening,Weekday,312
1626,Tea,11/18/2016 18:30,Evening,Weekday,274
1626,Muffin,11/18/2016 18:30,Evening,Weekday,237
1627,Alfajores,11/18/2016 18:33,Evening,Weekday,278
1627,Coffee,11/18/2016 18:33,Evening,Weekday,284
1629,Pastry,11/19/2016 8:42,Morning,Weekend,277
1629,Bread,11/19/2016 8:42,Morning,Weekend,317
1630,Pastry,11/19/2016 8:42,Morning,Weekend,313
1630,Coffee,11/19/2016 8:42,Morning,Weekend,318
1631,Coffee,11/19/2016 8:53,Morning,Weekend,374
1632,Bread,11/19/2016 8:55,Morning,Weekend,413
1633,Bread,11/19/2016 8:56,Morning,Weekend,405
1634,Coffee,11/19/2016 8:57,Morning,Weekend,355
1634,Keeping It Local,11/19/2016 8:57,Morning,Weekend,306
1634,Tea,11/19/2016 8:57,Morning,Weekend,271
1635,Bread,11/19/2016 9:12,Morning,Weekend,306
1635,Pastry,11/19/2016 9:12,Morning,Weekend,315
1635,Medialuna,11/19/2016 9:12,Morning,Weekend,301
1636,Farm House,11/19/2016 9:15,Morning,Weekend,356
1636,Medialuna,11/19/2016 9:15,Morning,Weekend,348
1636,Coffee,11/19/2016 9:15,Morning,Weekend,355
1637,Coffee,11/19/2016 9:29,Morning,Weekend,422
1637,Pastry,11/19/2016 9:29,Morning,Weekend,465
1638,Coffee,11/19/2016 9:31,Morning,Weekend,467
1639,Coffee,11/19/2016 9:31,Morning,Weekend,404
1640,Coffee,11/19/2016 9:35,Morning,Weekend,347
1640,Keeping It Local,11/19/2016 9:35,Morning,Weekend,305
1640,Medialuna,11/19/2016 9:35,Morning,Weekend,336
1641,Pastry,11/19/2016 9:40,Morning,Weekend,340
1641,Bread,11/19/2016 9:40,Morning,Weekend,318
1641,Coffee,11/19/2016 9:40,Morning,Weekend,362
1642,Farm House,11/19/2016 9:46,Morning,Weekend,348
1643,Bread,11/19/2016 9:50,Morning,Weekend,363
1643,Bread,11/19/2016 9:50,Morning,Weekend,435
1644,Bread,11/19/2016 9:55,Morning,Weekend,491
1644,Bread,11/19/2016 9:55,Morning,Weekend,505
1644,Tea,11/19/2016 9:55,Morning,Weekend,404
1644,Keeping It Local,11/19/2016 9:55,Morning,Weekend,359
1645,Bread,11/19/2016 10:01,Morning,Weekend,310
1645,Medialuna,11/19/2016 10:01,Morning,Weekend,337
1645,Keeping It Local,11/19/2016 10:01,Morning,Weekend,360
1645,Coffee,11/19/2016 10:01,Morning,Weekend,342
1646,Bread,11/19/2016 10:04,Morning,Weekend,406
1646,Coffee,11/19/2016 10:04,Morning,Weekend,396
1646,Medialuna,11/19/2016 10:04,Morning,Weekend,420
1646,Bread,11/19/2016 10:04,Morning,Weekend,472
1647,Coffee,11/19/2016 10:04,Morning,Weekend,548
1648,Bread,11/19/2016 10:06,Morning,Weekend,559
1649,Medialuna,11/19/2016 10:12,Morning,Weekend,463
1649,Pastry,11/19/2016 10:12,Morning,Weekend,407
1649,Bread,11/19/2016 10:12,Morning,Weekend,362
1650,Bread,11/19/2016 10:14,Morning,Weekend,405
1650,Pastry,11/19/2016 10:14,Morning,Weekend,417
1651,Medialuna,11/19/2016 10:15,Morning,Weekend,391
1651,Coffee,11/19/2016 10:15,Morning,Weekend,419
1652,Bread,11/19/2016 10:15,Morning,Weekend,461
1653,Bread,11/19/2016 10:16,Morning,Weekend,472
1654,Coffee,11/19/2016 10:17,Morning,Weekend,535
1654,Coffee,11/19/2016 10:17,Morning,Weekend,622
1655,Focaccia,11/19/2016 10:19,Morning,Weekend,606
1656,Coffee,11/19/2016 10:19,Morning,Weekend,508
1657,Hot chocolate,11/19/2016 10:20,Morning,Weekend,461
1657,Pastry,11/19/2016 10:20,Morning,Weekend,390
1658,Coffee,11/19/2016 10:30,Morning,Weekend,432
1658,Hot chocolate,11/19/2016 10:30,Morning,Weekend,112
1659,Bread,11/19/2016 10:33,Morning,Weekend,118
1660,Bread,11/19/2016 10:34,Morning,Weekend,132
1660,Coffee,11/19/2016 10:34,Morning,Weekend,129
1661,Pastry,11/19/2016 10:35,Morning,Weekend,112
1661,Scandinavian,11/19/2016 10:35,Morning,Weekend,118
1661,Muffin,11/19/2016 10:35,Morning,Weekend,132
1662,Focaccia,11/19/2016 10:37,Morning,Weekend,129
1662,Bread,11/19/2016 10:37,Morning,Weekend,121
1663,Bread,11/19/2016 10:38,Morning,Weekend,135
1664,Muffin,11/19/2016 10:41,Morning,Weekend,148
1665,Caramel bites,11/19/2016 10:44,Morning,Weekend,148
1665,Coffee,11/19/2016 10:44,Morning,Weekend,136
1665,Medialuna,11/19/2016 10:44,Morning,Weekend,119
1666,Tartine,11/19/2016 10:50,Morning,Weekend,104
1666,Tea,11/19/2016 10:50,Morning,Weekend,118
1666,Muffin,11/19/2016 10:50,Morning,Weekend,115
1667,Bread,11/19/2016 10:54,Morning,Weekend,126
1668,Bread,11/19/2016 10:57,Morning,Weekend,141
1668,Focaccia,11/19/2016 10:57,Morning,Weekend,135
1668,Tea,11/19/2016 10:57,Morning,Weekend,125
1668,Coffee,11/19/2016 10:57,Morning,Weekend,149
1669,Jam,11/19/2016 11:00,Morning,Weekend,170
1670,Focaccia,11/19/2016 11:01,Morning,Weekend,170
1671,Coffee,11/19/2016 11:03,Morning,Weekend,158
1671,Medialuna,11/19/2016 11:03,Morning,Weekend,133
1671,Muffin,11/19/2016 11:03,Morning,Weekend,114
1672,Bread,11/19/2016 11:05,Morning,Weekend,140
1672,Coffee,11/19/2016 11:05,Morning,Weekend,145
1673,Coffee,11/19/2016 11:06,Morning,Weekend,150
1673,Muffin,11/19/2016 11:06,Morning,Weekend,178
1674,Coffee,11/19/2016 11:17,Morning,Weekend,163
1675,Coffee,11/19/2016 11:19,Morning,Weekend,172
1676,Bread,11/19/2016 11:24,Morning,Weekend,178
1677,Coffee,11/19/2016 11:35,Morning,Weekend,199
1677,Coffee,11/19/2016 11:35,Morning,Weekend,199
1678,Coffee,11/19/2016 11:36,Morning,Weekend,184
1678,Coffee,11/19/2016 11:36,Morning,Weekend,162
1679,Coffee,11/19/2016 11:36,Morning,Weekend,146
1679,Coffee,11/19/2016 11:36,Morning,Weekend,166
1680,Coffee,11/19/2016 11:41,Morning,Weekend,171
1681,Tea,11/19/2016 11:46,Morning,Weekend,180
1682,Fudge,11/19/2016 11:48,Morning,Weekend,193
1683,Medialuna,11/19/2016 11:52,Morning,Weekend,181
1683,Bread,11/19/2016 11:52,Morning,Weekend,183
1683,Tea,11/19/2016 11:52,Morning,Weekend,218
1683,Coffee,11/19/2016 11:52,Morning,Weekend,230
1683,Coffee,11/19/2016 11:52,Morning,Weekend,242
1683,Ella's Kitchen Pouches,11/19/2016 11:52,Morning,Weekend,209
1684,Jammie Dodgers,11/19/2016 12:02,Afternoon,Weekend,191
1685,Bread,11/19/2016 12:05,Afternoon,Weekend,172
1686,Tea,11/19/2016 12:12,Afternoon,Weekend,194
1686,Coffee,11/19/2016 12:12,Afternoon,Weekend,196
1686,Soup,11/19/2016 12:12,Afternoon,Weekend,196
1686,Keeping It Local,11/19/2016 12:12,Afternoon,Weekend,236
1687,Coffee,11/19/2016 12:34,Afternoon,Weekend,235
1688,Coffee,11/19/2016 12:39,Afternoon,Weekend,229
1689,Coffee,11/19/2016 12:44,Afternoon,Weekend,243
1689,Muffin,11/19/2016 12:44,Afternoon,Weekend,264
1690,Coffee,11/19/2016 12:47,Afternoon,Weekend,272
1690,Bread,11/19/2016 12:47,Afternoon,Weekend,237
1690,Soup,11/19/2016 12:47,Afternoon,Weekend,211
1691,Coffee,11/19/2016 13:04,Afternoon,Weekend,180
1691,Tea,11/19/2016 13:04,Afternoon,Weekend,201
1691,Medialuna,11/19/2016 13:04,Afternoon,Weekend,204
1692,Alfajores,11/19/2016 13:10,Afternoon,Weekend,188
1693,Bread,11/19/2016 13:14,Afternoon,Weekend,235
1694,Coffee,11/19/2016 13:15,Afternoon,Weekend,227
1694,Coffee,11/19/2016 13:15,Afternoon,Weekend,234
1694,Tartine,11/19/2016 13:15,Afternoon,Weekend,264
1694,Medialuna,11/19/2016 13:15,Afternoon,Weekend,302
1694,Pastry,11/19/2016 13:15,Afternoon,Weekend,293
1695,Tea,11/19/2016 13:16,Afternoon,Weekend,259
1695,Tartine,11/19/2016 13:16,Afternoon,Weekend,229
1696,Bread,11/19/2016 13:18,Afternoon,Weekend,203
1696,Coffee,11/19/2016 13:18,Afternoon,Weekend,229
1697,Medialuna,11/19/2016 13:26,Afternoon,Weekend,242
1697,Coffee,11/19/2016 13:26,Afternoon,Weekend,233
1697,Bread,11/19/2016 13:26,Afternoon,Weekend,267
1698,Bread,11/19/2016 13:28,Afternoon,Weekend,269
1698,Medialuna,11/19/2016 13:28,Afternoon,Weekend,270
1699,Focaccia,11/19/2016 13:34,Afternoon,Weekend,315
1700,Scandinavian,11/19/2016 13:36,Afternoon,Weekend,364
1701,Hearty & Seasonal,11/19/2016 13:45,Afternoon,Weekend,112
1701,Sandwich,11/19/2016 13:45,Afternoon,Weekend,118
1701,Coffee,11/19/2016 13:45,Afternoon,Weekend,132
1701,Mineral water,11/19/2016 13:45,Afternoon,Weekend,129
1702,Coffee,11/19/2016 13:46,Afternoon,Weekend,121
1702,Sandwich,11/19/2016 13:46,Afternoon,Weekend,135
1702,Sandwich,11/19/2016 13:46,Afternoon,Weekend,148
1703,Tea,11/19/2016 14:09,Afternoon,Weekend,148
1703,Scandinavian,11/19/2016 14:09,Afternoon,Weekend,136
1704,Coffee,11/19/2016 14:11,Afternoon,Weekend,119
1705,Coffee,11/19/2016 14:20,Afternoon,Weekend,104
1705,Coffee,11/19/2016 14:20,Afternoon,Weekend,118
1706,Soup,11/19/2016 14:26,Afternoon,Weekend,115
1706,Kids biscuit,11/19/2016 14:26,Afternoon,Weekend,126
1707,Coffee,11/19/2016 14:27,Afternoon,Weekend,141
1708,Bread,11/19/2016 14:29,Afternoon,Weekend,135
1709,Coffee,11/19/2016 14:30,Afternoon,Weekend,125
1710,Coffee,11/19/2016 14:36,Afternoon,Weekend,149
1711,Coffee,11/19/2016 14:40,Afternoon,Weekend,170
1711,Bread,11/19/2016 14:40,Afternoon,Weekend,170
1712,Cake,11/19/2016 14:55,Afternoon,Weekend,158
1712,Tea,11/19/2016 14:55,Afternoon,Weekend,133
1712,Muffin,11/19/2016 14:55,Afternoon,Weekend,114
1712,Coffee,11/19/2016 14:55,Afternoon,Weekend,140
1713,Hot chocolate,11/19/2016 15:01,Afternoon,Weekend,145
1714,Coffee,11/19/2016 15:05,Afternoon,Weekend,150
1714,Tea,11/19/2016 15:05,Afternoon,Weekend,178
1714,Cake,11/19/2016 15:05,Afternoon,Weekend,163
1715,Tea,11/19/2016 15:07,Afternoon,Weekend,172
1715,Coffee,11/19/2016 15:07,Afternoon,Weekend,178
1715,Muffin,11/19/2016 15:07,Afternoon,Weekend,199
1716,Jammie Dodgers,11/19/2016 15:18,Afternoon,Weekend,199
1716,Hot chocolate,11/19/2016 15:18,Afternoon,Weekend,184
1716,Hot chocolate,11/19/2016 15:18,Afternoon,Weekend,162
1716,Coffee,11/19/2016 15:18,Afternoon,Weekend,146
1716,Cookies,11/19/2016 15:18,Afternoon,Weekend,166
1717,Caramel bites,11/19/2016 15:20,Afternoon,Weekend,171
1717,Jammie Dodgers,11/19/2016 15:20,Afternoon,Weekend,180
1717,My-5 Fruit Shoot,11/19/2016 15:20,Afternoon,Weekend,193
1717,Bread,11/19/2016 15:20,Afternoon,Weekend,181
1718,Coffee,11/19/2016 15:36,Afternoon,Weekend,183
1719,Coffee,11/19/2016 15:37,Afternoon,Weekend,218
1719,Tea,11/19/2016 15:37,Afternoon,Weekend,230
1719,Caramel bites,11/19/2016 15:37,Afternoon,Weekend,242
1719,Kids biscuit,11/19/2016 15:37,Afternoon,Weekend,209
1720,Bread,11/19/2016 15:39,Afternoon,Weekend,191
1720,Coffee,11/19/2016 15:39,Afternoon,Weekend,172
1721,Bread,11/19/2016 15:46,Afternoon,Weekend,194
1721,Coffee,11/19/2016 15:46,Afternoon,Weekend,196
1721,Alfajores,11/19/2016 15:46,Afternoon,Weekend,196
1721,Bread,11/19/2016 15:46,Afternoon,Weekend,236
1722,Farm House,11/19/2016 15:53,Afternoon,Weekend,235
1723,Bread,11/19/2016 16:05,Afternoon,Weekend,229
1723,Jammie Dodgers,11/19/2016 16:05,Afternoon,Weekend,243
1723,Scandinavian,11/19/2016 16:05,Afternoon,Weekend,264
1724,Tea,11/19/2016 16:09,Afternoon,Weekend,272
1725,Alfajores,11/19/2016 16:17,Afternoon,Weekend,237
1725,Bread,11/19/2016 16:17,Afternoon,Weekend,211
1725,Tea,11/19/2016 16:17,Afternoon,Weekend,180
1725,Coffee,11/19/2016 16:17,Afternoon,Weekend,201
1726,Coffee,11/19/2016 16:26,Afternoon,Weekend,204
1726,Mineral water,11/19/2016 16:26,Afternoon,Weekend,188
1726,Tea,11/19/2016 16:26,Afternoon,Weekend,235
1727,Coffee,11/19/2016 16:32,Afternoon,Weekend,227
1727,Kids biscuit,11/19/2016 16:32,Afternoon,Weekend,234
1728,Kids biscuit,11/19/2016 16:38,Afternoon,Weekend,264
1728,Bread,11/19/2016 16:38,Afternoon,Weekend,302
1729,Coffee,11/20/2016 10:06,Morning,Weekend,293
1729,Coffee,11/20/2016 10:06,Morning,Weekend,259
1730,Bread,11/20/2016 10:25,Morning,Weekend,229
1731,Hot chocolate,11/20/2016 10:28,Morning,Weekend,203
1731,Coffee,11/20/2016 10:28,Morning,Weekend,229
1731,Cake,11/20/2016 10:28,Morning,Weekend,242
1732,Coffee,11/20/2016 10:33,Morning,Weekend,233
1732,Bread,11/20/2016 10:33,Morning,Weekend,267
1733,Scandinavian,11/20/2016 10:53,Morning,Weekend,269
1733,Pastry,11/20/2016 10:53,Morning,Weekend,270
1733,Juice,11/20/2016 10:53,Morning,Weekend,315
1734,Bread,11/20/2016 10:54,Morning,Weekend,364
1734,Coffee,11/20/2016 10:54,Morning,Weekend,347
1735,Bread,11/20/2016 10:56,Morning,Weekend,312
1736,Farm House,11/20/2016 10:57,Morning,Weekend,274
1736,Pastry,11/20/2016 10:57,Morning,Weekend,237
1736,Pastry,11/20/2016 10:57,Morning,Weekend,278
1736,Medialuna,11/20/2016 10:57,Morning,Weekend,284
1737,Alfajores,11/20/2016 11:00,Morning,Weekend,277
1737,Alfajores,11/20/2016 11:00,Morning,Weekend,317
1737,Coffee,11/20/2016 11:00,Morning,Weekend,313
1737,Coffee,11/20/2016 11:00,Morning,Weekend,318
1738,Bread,11/20/2016 11:01,Morning,Weekend,374
1739,Keeping It Local,11/20/2016 11:02,Morning,Weekend,413
1739,Coffee,11/20/2016 11:02,Morning,Weekend,405
1739,Coffee,11/20/2016 11:02,Morning,Weekend,355
1740,Scandinavian,11/20/2016 11:03,Morning,Weekend,306
1740,Pastry,11/20/2016 11:03,Morning,Weekend,271
1740,Hot chocolate,11/20/2016 11:03,Morning,Weekend,306
1740,Coffee,11/20/2016 11:03,Morning,Weekend,315
1740,Bread,11/20/2016 11:03,Morning,Weekend,301
1741,Bread,11/20/2016 11:07,Morning,Weekend,356
1742,Bread,11/20/2016 11:08,Morning,Weekend,348
1742,Coffee,11/20/2016 11:08,Morning,Weekend,355
1743,Pastry,11/20/2016 11:13,Morning,Weekend,422
1743,Coffee,11/20/2016 11:13,Morning,Weekend,465
1744,Smoothies,11/20/2016 11:16,Morning,Weekend,467
1744,Keeping It Local,11/20/2016 11:16,Morning,Weekend,404
1744,Coffee,11/20/2016 11:16,Morning,Weekend,347
1745,Coffee,11/20/2016 11:20,Morning,Weekend,305
1745,Coffee,11/20/2016 11:20,Morning,Weekend,336
1746,Pastry,11/20/2016 11:21,Morning,Weekend,340
1746,Medialuna,11/20/2016 11:21,Morning,Weekend,318
1747,Tea,11/20/2016 11:35,Morning,Weekend,362
1747,Cake,11/20/2016 11:35,Morning,Weekend,348
1748,Cake,11/20/2016 11:35,Morning,Weekend,363
1748,Mineral water,11/20/2016 11:35,Morning,Weekend,435
1749,Farm House,11/20/2016 11:45,Morning,Weekend,491
1749,Cake,11/20/2016 11:45,Morning,Weekend,505
1749,Medialuna,11/20/2016 11:45,Morning,Weekend,404
1749,Tea,11/20/2016 11:45,Morning,Weekend,359
1749,Coffee,11/20/2016 11:45,Morning,Weekend,310
1750,Hot chocolate,11/20/2016 11:46,Morning,Weekend,337
1750,Coffee,11/20/2016 11:46,Morning,Weekend,360
1750,Bread,11/20/2016 11:46,Morning,Weekend,342
1751,Bread,11/20/2016 11:49,Morning,Weekend,406
1752,Alfajores,11/20/2016 11:54,Morning,Weekend,396
1752,Cake,11/20/2016 11:54,Morning,Weekend,420
1752,Coffee,11/20/2016 11:54,Morning,Weekend,472
1752,Sandwich,11/20/2016 11:54,Morning,Weekend,548
1752,Sandwich,11/20/2016 11:54,Morning,Weekend,559
1752,My-5 Fruit Shoot,11/20/2016 11:54,Morning,Weekend,463
1753,Farm House,11/20/2016 11:56,Morning,Weekend,407
1754,Jam,11/20/2016 11:59,Morning,Weekend,362
1755,Bread,11/20/2016 12:03,Afternoon,Weekend,405
1755,Coffee,11/20/2016 12:03,Afternoon,Weekend,417
1755,Cake,11/20/2016 12:03,Afternoon,Weekend,391
1756,Bread,11/20/2016 12:05,Afternoon,Weekend,419
1756,Coffee,11/20/2016 12:05,Afternoon,Weekend,461
1757,Tartine,11/20/2016 12:09,Afternoon,Weekend,472
1758,Bread,11/20/2016 12:16,Afternoon,Weekend,535
1758,Medialuna,11/20/2016 12:16,Afternoon,Weekend,622
1758,Farm House,11/20/2016 12:16,Afternoon,Weekend,606
1759,Bread,11/20/2016 12:20,Afternoon,Weekend,508
1759,Brownie,11/20/2016 12:20,Afternoon,Weekend,461
1759,Cake,11/20/2016 12:20,Afternoon,Weekend,390
1760,Cake,11/20/2016 12:25,Afternoon,Weekend,432
1760,Mineral water,11/20/2016 12:25,Afternoon,Weekend,112
1760,Alfajores,11/20/2016 12:25,Afternoon,Weekend,118
1760,Coffee,11/20/2016 12:25,Afternoon,Weekend,132
1760,Coffee,11/20/2016 12:25,Afternoon,Weekend,129
1761,Bread,11/20/2016 12:38,Afternoon,Weekend,112
1762,Coffee,11/20/2016 12:43,Afternoon,Weekend,118
1762,Coffee,11/20/2016 12:43,Afternoon,Weekend,132
1763,Bread,11/20/2016 12:45,Afternoon,Weekend,129
1763,Jam,11/20/2016 12:45,Afternoon,Weekend,121
1764,Brownie,11/20/2016 12:48,Afternoon,Weekend,135
1765,Coffee,11/20/2016 12:52,Afternoon,Weekend,148
1765,Sandwich,11/20/2016 12:52,Afternoon,Weekend,148
1765,Mineral water,11/20/2016 12:52,Afternoon,Weekend,136
1767,Coffee,11/20/2016 12:55,Afternoon,Weekend,119
1767,Coffee,11/20/2016 12:55,Afternoon,Weekend,104
1768,Bread,11/20/2016 12:57,Afternoon,Weekend,118
1769,Bread,11/20/2016 12:58,Afternoon,Weekend,115
1769,Mineral water,11/20/2016 12:58,Afternoon,Weekend,126
1770,Farm House,11/20/2016 13:35,Afternoon,Weekend,141
1771,Medialuna,11/20/2016 13:39,Afternoon,Weekend,135
1771,Coffee,11/20/2016 13:39,Afternoon,Weekend,125
1772,Juice,11/20/2016 13:43,Afternoon,Weekend,149
1772,Cookies,11/20/2016 13:43,Afternoon,Weekend,170
1772,Alfajores,11/20/2016 13:43,Afternoon,Weekend,170
1772,Coffee,11/20/2016 13:43,Afternoon,Weekend,158
1772,Focaccia,11/20/2016 13:43,Afternoon,Weekend,133
1773,Bread,11/20/2016 13:48,Afternoon,Weekend,114
1774,Sandwich,11/20/2016 13:52,Afternoon,Weekend,140
1774,Sandwich,11/20/2016 13:52,Afternoon,Weekend,145
1774,Brownie,11/20/2016 13:52,Afternoon,Weekend,150
1775,Alfajores,11/20/2016 14:13,Afternoon,Weekend,178
1775,Bread,11/20/2016 14:13,Afternoon,Weekend,163
1775,My-5 Fruit Shoot,11/20/2016 14:13,Afternoon,Weekend,172
1775,Juice,11/20/2016 14:13,Afternoon,Weekend,178
1776,Bread,11/20/2016 14:13,Afternoon,Weekend,199
1777,Fudge,11/20/2016 14:16,Afternoon,Weekend,199
1777,Dulce de Leche,11/20/2016 14:16,Afternoon,Weekend,184
1777,Coffee,11/20/2016 14:16,Afternoon,Weekend,162
1777,Cake,11/20/2016 14:16,Afternoon,Weekend,146
1777,Brownie,11/20/2016 14:16,Afternoon,Weekend,166
1778,Hot chocolate,11/20/2016 14:18,Afternoon,Weekend,171
1778,Coffee,11/20/2016 14:18,Afternoon,Weekend,180
1778,Cake,11/20/2016 14:18,Afternoon,Weekend,193
1779,Coffee,11/20/2016 14:25,Afternoon,Weekend,181
1779,Medialuna,11/20/2016 14:25,Afternoon,Weekend,183
1779,Alfajores,11/20/2016 14:25,Afternoon,Weekend,218
1780,Coffee,11/20/2016 14:34,Afternoon,Weekend,230
1780,Keeping It Local,11/20/2016 14:34,Afternoon,Weekend,242
1780,Farm House,11/20/2016 14:34,Afternoon,Weekend,209
1781,Bread,11/20/2016 14:37,Afternoon,Weekend,191
1782,Medialuna,11/20/2016 14:41,Afternoon,Weekend,172
1782,Truffles,11/20/2016 14:41,Afternoon,Weekend,194
1783,Cake,11/20/2016 14:42,Afternoon,Weekend,196
1783,Bread,11/20/2016 14:42,Afternoon,Weekend,196
1783,Tea,11/20/2016 14:42,Afternoon,Weekend,236
1783,Truffles,11/20/2016 14:42,Afternoon,Weekend,235
1784,Bread,11/20/2016 14:52,Afternoon,Weekend,229
1785,Coffee,11/20/2016 14:53,Afternoon,Weekend,243
1785,Brownie,11/20/2016 14:53,Afternoon,Weekend,264
1786,Coffee,11/20/2016 15:03,Afternoon,Weekend,272
1786,Bread,11/20/2016 15:03,Afternoon,Weekend,237
1787,Medialuna,11/20/2016 15:06,Afternoon,Weekend,211
1787,Brownie,11/20/2016 15:06,Afternoon,Weekend,180
1787,Tea,11/20/2016 15:06,Afternoon,Weekend,201
1788,Bread,11/20/2016 15:08,Afternoon,Weekend,204
1788,Scandinavian,11/20/2016 15:08,Afternoon,Weekend,188
1789,Medialuna,11/20/2016 15:13,Afternoon,Weekend,235
1789,Hot chocolate,11/20/2016 15:13,Afternoon,Weekend,227
1789,Cake,11/20/2016 15:13,Afternoon,Weekend,234
1789,Alfajores,11/20/2016 15:13,Afternoon,Weekend,264
1789,Truffles,11/20/2016 15:13,Afternoon,Weekend,302
1790,Brownie,11/20/2016 15:14,Afternoon,Weekend,293
1790,Medialuna,11/20/2016 15:14,Afternoon,Weekend,259
1790,Coffee,11/20/2016 15:14,Afternoon,Weekend,229
1791,Coffee,11/20/2016 15:16,Afternoon,Weekend,203
1791,Medialuna,11/20/2016 15:16,Afternoon,Weekend,229
1791,Truffles,11/20/2016 15:16,Afternoon,Weekend,242
1792,Cake,11/20/2016 15:17,Afternoon,Weekend,233
1792,Tea,11/20/2016 15:17,Afternoon,Weekend,267
1793,Mineral water,11/20/2016 15:22,Afternoon,Weekend,269
1793,Hot chocolate,11/20/2016 15:22,Afternoon,Weekend,270
1793,Cookies,11/20/2016 15:22,Afternoon,Weekend,315
1793,Cake,11/20/2016 15:22,Afternoon,Weekend,364
1794,Cookies,11/20/2016 15:26,Afternoon,Weekend,112
1795,Bread,11/20/2016 15:37,Afternoon,Weekend,118
1796,Hot chocolate,11/20/2016 15:41,Afternoon,Weekend,132
1796,Cake,11/20/2016 15:41,Afternoon,Weekend,129
1797,Truffles,11/20/2016 15:50,Afternoon,Weekend,121
1797,Farm House,11/20/2016 15:50,Afternoon,Weekend,135
1797,Bread,11/20/2016 15:50,Afternoon,Weekend,148
1798,Tea,11/20/2016 15:58,Afternoon,Weekend,148
1799,Farm House,11/20/2016 18:16,Evening,Weekend,136
1800,Coffee,11/21/2016 7:29,Morning,Weekday,119
1801,Coffee,11/21/2016 8:13,Morning,Weekday,104
1802,Bread,11/21/2016 8:38,Morning,Weekday,118
1803,Coffee,11/21/2016 8:38,Morning,Weekday,115
1804,Coffee,11/21/2016 9:15,Morning,Weekday,126
1805,Bread,11/21/2016 9:31,Morning,Weekday,141
1805,Pastry,11/21/2016 9:31,Morning,Weekday,135
1806,Coffee,11/21/2016 9:35,Morning,Weekday,125
1807,Coffee,11/21/2016 9:41,Morning,Weekday,149
1807,Farm House,11/21/2016 9:41,Morning,Weekday,170
1808,Keeping It Local,11/21/2016 9:44,Morning,Weekday,170
1808,Coffee,11/21/2016 9:44,Morning,Weekday,158
1808,Coffee,11/21/2016 9:44,Morning,Weekday,133
1809,Coffee,11/21/2016 9:50,Morning,Weekday,114
1809,Medialuna,11/21/2016 9:50,Morning,Weekday,140
1810,Coffee,11/21/2016 9:59,Morning,Weekday,145
1811,Coffee,11/21/2016 9:59,Morning,Weekday,150
1811,Pastry,11/21/2016 9:59,Morning,Weekday,178
1812,Tea,11/21/2016 10:00,Morning,Weekday,163
1813,Coffee,11/21/2016 10:04,Morning,Weekday,172
1813,Keeping It Local,11/21/2016 10:04,Morning,Weekday,178
1814,Pastry,11/21/2016 10:12,Morning,Weekday,199
1814,Coffee,11/21/2016 10:12,Morning,Weekday,199
1814,Smoothies,11/21/2016 10:12,Morning,Weekday,184
1815,Coffee,11/21/2016 10:14,Morning,Weekday,162
1815,Muffin,11/21/2016 10:14,Morning,Weekday,146
1815,Medialuna,11/21/2016 10:14,Morning,Weekday,166
1816,Coffee,11/21/2016 10:31,Morning,Weekday,171
1817,Coffee,11/21/2016 11:07,Morning,Weekday,180
1818,Coffee,11/21/2016 11:11,Morning,Weekday,193
1819,Coffee,11/21/2016 11:14,Morning,Weekday,181
1819,Tea,11/21/2016 11:14,Morning,Weekday,183
1819,Farm House,11/21/2016 11:14,Morning,Weekday,218
1819,Brownie,11/21/2016 11:14,Morning,Weekday,230
1820,Coffee,11/21/2016 11:55,Morning,Weekday,242
1821,Coffee,11/21/2016 12:02,Afternoon,Weekday,209
1821,Bread,11/21/2016 12:02,Afternoon,Weekday,191
1821,Coffee,11/21/2016 12:02,Afternoon,Weekday,172
1821,Keeping It Local,11/21/2016 12:02,Afternoon,Weekday,194
1822,Tea,11/21/2016 12:25,Afternoon,Weekday,196
1823,Coffee,11/21/2016 12:36,Afternoon,Weekday,196
1823,Bread,11/21/2016 12:36,Afternoon,Weekday,236
1824,Farm House,11/21/2016 12:36,Afternoon,Weekday,235
1825,Coffee,11/21/2016 12:48,Afternoon,Weekday,229
1826,Sandwich,11/21/2016 13:15,Afternoon,Weekday,243
1827,Farm House,11/21/2016 13:30,Afternoon,Weekday,264
